Lat, Long, Depth, Temp, Sal
-1.885, 185.092, 418.4824, 9.49054, 34.70091
-1.885, 185.092, 427.9708889, 9.447388889, 34.69881111
-1.885, 185.092, 438.0325455, 9.318418182, 34.69167273
-1.885, 185.092, 448.4864, 9.21154, 34.68566
-1.885, 185.092, 458.5037, 9.16491, 34.68268
-1.885, 185.092, 468.465, 8.95655, 34.67459
-1.885, 185.092, 477.956, 8.791066667, 34.6652
-1.885, 185.092, 487.9979091, 8.662118182, 34.65862727
-1.885, 185.092, 498.0214444, 8.5233, 34.65167778
-1.885, 185.092, 507.9844545, 8.155472727, 34.6328
-1.885, 185.092, 517.9377778, 7.946922222, 34.6215
-1.885, 185.092, 527.5157, 7.69819, 34.60713
-1.885, 185.092, 538.0198182, 7.444945455, 34.59352727
-1.885, 185.092, 548.4518, 7.29334, 34.58341
-1.885, 185.092, 558.0177778, 6.973011111, 34.57608889
-1.885, 185.092, 567.9544545, 6.824481818, 34.56927273
-1.885, 185.092, 578.014, 6.8029, 34.56836667
-1.412, 184.997, 18.03290909, 30.35451818, 34.62080909
-1.412, 184.997, 27.98988889, 30.34334444, 34.62907778
-1.412, 184.997, 38.01272727, 30.27607273, 34.62723636
-1.412, 184.997, 48.01711111, 30.22072222, 34.62853333
-1.412, 184.997, 57.5031, 30.19629, 34.66579
-1.412, 184.997, 67.4829, 30.37945, 35.07436
-1.412, 184.997, 77.4825, 30.12285, 35.38794
-1.412, 184.997, 87.4737, 29.25699, 35.42463
-1.412, 184.997, 97.98009091, 28.56072727, 35.38773636
-1.412, 184.997, 108.0144444, 28.11021111, 35.36416667
-1.412, 184.997, 118.0002727, 27.47817273, 35.35484545
-1.412, 184.997, 128.4714, 26.52745, 35.47564
-1.412, 184.997, 138.4544, 25.37186, 35.65221
-1.412, 184.997, 148.0105556, 22.89303333, 35.77928889
